t,median,q05,q95,q25,q75
1.490000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+02,1.096491225665589403e-01,1.096491225665589403e-01,1.096491225665589403e-01,1.096491225665589403e-01,1.096491225665589403e-01
1.510000000000000000e+02,9.661835725454502588e-02,9.661835725454502588e-02,9.661835725454502588e-02,9.661835725454502588e-02,9.661835725454502588e-02
1.520000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.530000000000000000e+02,1.359223297671788011e-01,1.359223297671788011e-01,1.359223297671788011e-01,1.359223297671788011e-01,1.359223297671788011e-01
1.540000000000000000e+02,9.456264753058475636e-02,9.456264753058475636e-02,9.456264753058475636e-02,9.456264753058475636e-02,9.456264753058475636e-02
1.550000000000000000e+02,1.145833330349392415e-01,1.145833330349392415e-01,1.145833330349392415e-01,1.145833330349392415e-01,1.145833330349392415e-01
1.560000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.570000000000000000e+02,9.459459438154370348e-02,9.459459438154370348e-02,9.459459438154370348e-02,9.459459438154370348e-02,9.459459438154370348e-02
1.580000000000000000e+02,9.977324240414231493e-02,9.977324240414231493e-02,9.977324240414231493e-02,9.977324240414231493e-02,9.977324240414231493e-02
1.590000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000000e+02,8.921161807217506401e-02,8.921161807217506401e-02,8.921161807217506401e-02,8.921161807217506401e-02,8.921161807217506401e-02
1.610000000000000000e+02,1.089588375085742411e-01,1.089588375085742411e-01,1.089588375085742411e-01,1.089588375085742411e-01,1.089588375085742411e-01
1.620000000000000000e+02,1.206030147723542306e-01,1.206030147723542306e-01,1.206030147723542306e-01,1.206030147723542306e-01,1.206030147723542306e-01
1.630000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.640000000000000000e+02,9.156626483959935670e-02,9.156626483959935670e-02,9.156626483959935670e-02,9.156626483959935670e-02,9.156626483959935670e-02
1.650000000000000000e+02,1.185983824296539535e-01,1.185983824296539535e-01,1.185983824296539535e-01,1.185983824296539535e-01,1.185983824296539535e-01
1.660000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.670000000000000000e+02,9.450549429779012134e-02,9.450549429779012134e-02,9.450549429779012134e-02,9.450549429779012134e-02,9.450549429779012134e-02
1.680000000000000000e+02,8.314087740614116429e-02,8.314087740614116429e-02,8.314087740614116429e-02,8.314087740614116429e-02,8.314087740614116429e-02
1.690000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000000e+02,9.112149511420211678e-02,9.112149511420211678e-02,9.112149511420211678e-02,9.112149511420211678e-02,9.112149511420211678e-02
1.710000000000000000e+02,9.397590338800987375e-02,9.397590338800987375e-02,9.397590338800987375e-02,9.397590338800987375e-02,9.397590338800987375e-02
1.720000000000000000e+02,9.480812619682138509e-02,9.480812619682138509e-02,9.480812619682138509e-02,9.480812619682138509e-02,9.480812619682138509e-02
1.730000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.740000000000000000e+02,7.264957249433852404e-02,7.264957249433852404e-02,7.264957249433852404e-02,7.264957249433852404e-02,7.264957249433852404e-02
1.750000000000000000e+02,8.771929802576616808e-02,8.771929802576616808e-02,8.771929802576616808e-02,8.771929802576616808e-02,8.771929802576616808e-02
1.760000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.770000000000000000e+02,8.461538439842208881e-02,8.461538439842208881e-02,8.461538439842208881e-02,8.461538439842208881e-02,8.461538439842208881e-02
1.780000000000000000e+02,8.153477198672716419e-02,8.153477198672716419e-02,8.153477198672716419e-02,8.153477198672716419e-02,8.153477198672716419e-02
1.790000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000000e+02,7.603686618424684851e-02,7.603686618424684851e-02,7.603686618424684851e-02,7.603686618424684851e-02,7.603686618424684851e-02
1.810000000000000000e+02,7.339449524450804285e-02,7.339449524450804285e-02,7.339449524450804285e-02,7.339449524450804285e-02,7.339449524450804285e-02
1.820000000000000000e+02,6.918238979207046169e-02,6.918238979207046169e-02,6.918238979207046169e-02,6.918238979207046169e-02,6.918238979207046169e-02
1.830000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.840000000000000000e+02,8.108108089846603750e-02,8.108108089846603750e-02,8.108108089846603750e-02,8.108108089846603750e-02,8.108108089846603750e-02
1.850000000000000000e+02,6.404958664452564676e-02,6.404958664452564676e-02,6.404958664452564676e-02,6.404958664452564676e-02,6.404958664452564676e-02
1.860000000000000000e+02,2.364066188264618909e-03,2.364066188264618909e-03,2.364066188264618909e-03,2.364066188264618909e-03,2.364066188264618909e-03
1.870000000000000000e+02,6.839622625378248555e-02,6.839622625378248555e-02,6.839622625378248555e-02,6.839622625378248555e-02,6.839622625378248555e-02
1.880000000000000000e+02,7.567567547114682769e-02,7.567567547114682769e-02,7.567567547114682769e-02,7.567567547114682769e-02,7.567567547114682769e-02
1.890000000000000000e+02,8.333333311631944962e-02,8.333333311631944962e-02,8.333333311631944962e-02,8.333333311631944962e-02,8.333333311631944962e-02
1.900000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.910000000000000000e+02,8.173076903430104290e-02,8.173076903430104290e-02,8.173076903430104290e-02,8.173076903430104290e-02,8.173076903430104290e-02
1.920000000000000000e+02,8.633093504476993529e-02,8.633093504476993529e-02,8.633093504476993529e-02,8.633093504476993529e-02,8.633093504476993529e-02
1.930000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.940000000000000000e+02,6.359649108860418454e-02,6.359649108860418454e-02,6.359649108860418454e-02,6.359649108860418454e-02,6.359649108860418454e-02
1.950000000000000000e+02,6.342494701178658101e-02,6.342494701178658101e-02,6.342494701178658101e-02,6.342494701178658101e-02,6.342494701178658101e-02
1.960000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.970000000000000000e+02,8.352668194077335351e-02,8.352668194077335351e-02,8.352668194077335351e-02,8.352668194077335351e-02,8.352668194077335351e-02
1.980000000000000000e+02,6.944444428369341005e-02,6.944444428369341005e-02,6.944444428369341005e-02,6.944444428369341005e-02,6.944444428369341005e-02
1.990000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+02,7.673267307739436993e-02,7.673267307739436993e-02,7.673267307739436993e-02,7.673267307739436993e-02,7.673267307739436993e-02
2.010000000000000000e+02,5.693069292838937728e-02,5.693069292838937728e-02,5.693069292838937728e-02,5.693069292838937728e-02,5.693069292838937728e-02
2.020000000000000000e+02,7.303370766001766878e-02,7.303370766001766878e-02,7.303370766001766878e-02,7.303370766001766878e-02,7.303370766001766878e-02
2.030000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.040000000000000000e+02,5.707196015614898060e-02,5.707196015614898060e-02,5.707196015614898060e-02,5.707196015614898060e-02,5.707196015614898060e-02
2.050000000000000000e+02,7.272727256198346923e-02,7.272727256198346923e-02,7.272727256198346923e-02,7.272727256198346923e-02,7.272727256198346923e-02
2.060000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.070000000000000000e+02,5.846774181760536204e-02,5.846774181760536204e-02,5.846774181760536204e-02,5.846774181760536204e-02,5.846774181760536204e-02
2.080000000000000000e+02,6.428571413265306289e-02,6.428571413265306289e-02,6.428571413265306289e-02,6.428571413265306289e-02,6.428571413265306289e-02
2.090000000000000000e+02,6.112469422707898781e-02,6.112469422707898781e-02,6.112469422707898781e-02,6.112469422707898781e-02,6.112469422707898781e-02
2.100000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.110000000000000000e+02,7.259953144590274021e-02,7.259953144590274021e-02,7.259953144590274021e-02,7.259953144590274021e-02,7.259953144590274021e-02
2.120000000000000000e+02,7.948717928336621052e-02,7.948717928336621052e-02,7.948717928336621052e-02,7.948717928336621052e-02,7.948717928336621052e-02
2.130000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.140000000000000000e+02,7.194244587064162200e-02,7.194244587064162200e-02,7.194244587064162200e-02,7.194244587064162200e-02,7.194244587064162200e-02
2.150000000000000000e+02,6.770833315700955368e-02,6.770833315700955368e-02,6.770833315700955368e-02,6.770833315700955368e-02,6.770833315700955368e-02
2.160000000000000000e+02,6.852248379331374317e-02,6.852248379331374317e-02,6.852248379331374317e-02,6.852248379331374317e-02,6.852248379331374317e-02
2.170000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.180000000000000000e+02,6.507592176773119297e-02,6.507592176773119297e-02,6.507592176773119297e-02,6.507592176773119297e-02,6.507592176773119297e-02
2.190000000000000000e+02,6.060606046478773934e-02,6.060606046478773934e-02,6.060606046478773934e-02,6.060606046478773934e-02,6.060606046478773934e-02
2.200000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.210000000000000000e+02,5.910165470661547099e-02,5.910165470661547099e-02,5.910165470661547099e-02,5.910165470661547099e-02,5.910165470661547099e-02
2.220000000000000000e+02,7.783018849568351660e-02,7.783018849568351660e-02,7.783018849568351660e-02,7.783018849568351660e-02,7.783018849568351660e-02
2.230000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.240000000000000000e+02,6.326034047868529797e-02,6.326034047868529797e-02,6.326034047868529797e-02,6.326034047868529797e-02,6.326034047868529797e-02
2.250000000000000000e+02,6.701030910564353960e-02,6.701030910564353960e-02,6.701030910564353960e-02,6.701030910564353960e-02,6.701030910564353960e-02
2.260000000000000000e+02,7.594936689633072224e-02,7.594936689633072224e-02,7.594936689633072224e-02,7.594936689633072224e-02,7.594936689633072224e-02
2.270000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.280000000000000000e+02,5.787037023641117967e-02,5.787037023641117967e-02,5.787037023641117967e-02,5.787037023641117967e-02,5.787037023641117967e-02
2.290000000000000000e+02,6.709956695432994778e-02,6.709956695432994778e-02,6.709956695432994778e-02,6.709956695432994778e-02,6.709956695432994778e-02
2.300000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.310000000000000000e+02,4.646464637077848958e-02,4.646464637077848958e-02,4.646464637077848958e-02,4.646464637077848958e-02,4.646464637077848958e-02
2.320000000000000000e+02,6.619385327140933639e-02,6.619385327140933639e-02,6.619385327140933639e-02,6.619385327140933639e-02,6.619385327140933639e-02
2.330000000000000000e+02,2.409638548410509683e-03,2.409638548410509683e-03,2.409638548410509683e-03,2.409638548410509683e-03,2.409638548410509683e-03
2.340000000000000000e+02,6.206896537455409979e-02,6.206896537455409979e-02,6.206896537455409979e-02,6.206896537455409979e-02,6.206896537455409979e-02
2.350000000000000000e+02,6.100795739785687399e-02,6.100795739785687399e-02,6.100795739785687399e-02,6.100795739785687399e-02,6.100795739785687399e-02
2.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.370000000000000000e+02,6.281407019393449309e-02,6.281407019393449309e-02,6.281407019393449309e-02,6.281407019393449309e-02,6.281407019393449309e-02
2.380000000000000000e+02,7.177033475653030181e-02,7.177033475653030181e-02,7.177033475653030181e-02,7.177033475653030181e-02,7.177033475653030181e-02
2.390000000000000000e+02,6.067961150320482638e-02,6.067961150320482638e-02,6.067961150320482638e-02,6.067961150320482638e-02,6.067961150320482638e-02
2.400000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.410000000000000000e+02,5.579399129657941492e-02,5.579399129657941492e-02,5.579399129657941492e-02,5.579399129657941492e-02,5.579399129657941492e-02
2.420000000000000000e+02,6.278026891753303584e-02,6.278026891753303584e-02,6.278026891753303584e-02,6.278026891753303584e-02,6.278026891753303584e-02
2.430000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.440000000000000000e+02,4.563492054437515849e-02,4.563492054437515849e-02,4.563492054437515849e-02,4.563492054437515849e-02,4.563492054437515849e-02
2.450000000000000000e+02,5.714285700680272334e-02,5.714285700680272334e-02,5.714285700680272334e-02,5.714285700680272334e-02,5.714285700680272334e-02
2.460000000000000000e+02,4.895104883694394171e-02,4.895104883694394171e-02,4.895104883694394171e-02,4.895104883694394171e-02,4.895104883694394171e-02
2.470000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.480000000000000000e+02,4.830917862727251294e-02,4.830917862727251294e-02,4.830917862727251294e-02,4.830917862727251294e-02,4.830917862727251294e-02
2.490000000000000000e+02,6.020942392615333955e-02,6.020942392615333955e-02,6.020942392615333955e-02,6.020942392615333955e-02,6.020942392615333955e-02
2.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.510000000000000000e+02,5.958549207361271693e-02,5.958549207361271693e-02,5.958549207361271693e-02,5.958549207361271693e-02,5.958549207361271693e-02
2.520000000000000000e+02,4.367816081913066667e-02,4.367816081913066667e-02,4.367816081913066667e-02,4.367816081913066667e-02,4.367816081913066667e-02
2.530000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.540000000000000000e+02,3.973509925003289311e-02,3.973509925003289311e-02,3.973509925003289311e-02,3.973509925003289311e-02,3.973509925003289311e-02
2.550000000000000000e+02,4.042553182888184576e-02,4.042553182888184576e-02,4.042553182888184576e-02,4.042553182888184576e-02,4.042553182888184576e-02
2.560000000000000000e+02,4.590818354110143273e-02,4.590818354110143273e-02,4.590818354110143273e-02,4.590818354110143273e-02,4.590818354110143273e-02
2.570000000000000000e+02,2.262443433795377056e-03,2.262443433795377056e-03,2.262443433795377056e-03,2.262443433795377056e-03,2.262443433795377056e-03
2.580000000000000000e+02,5.225653194238353422e-02,5.225653194238353422e-02,5.225653194238353422e-02,5.225653194238353422e-02,5.225653194238353422e-02
2.590000000000000000e+02,4.511278184182260231e-02,4.511278184182260231e-02,4.511278184182260231e-02,4.511278184182260231e-02,4.511278184182260231e-02
2.600000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.610000000000000000e+02,3.932584258616336065e-02,3.932584258616336065e-02,3.932584258616336065e-02,3.932584258616336065e-02,3.932584258616336065e-02
2.620000000000000000e+02,4.709141261193514755e-02,4.709141261193514755e-02,4.709141261193514755e-02,4.709141261193514755e-02,4.709141261193514755e-02
2.630000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.640000000000000000e+02,4.773269678345418154e-02,4.773269678345418154e-02,4.773269678345418154e-02,4.773269678345418154e-02,4.773269678345418154e-02
2.650000000000000000e+02,4.301075259567579967e-02,4.301075259567579967e-02,4.301075259567579967e-02,4.301075259567579967e-02,4.301075259567579967e-02
2.660000000000000000e+02,2.433090018410972999e-03,2.433090018410972999e-03,2.433090018410972999e-03,2.433090018410972999e-03,2.433090018410972999e-03
2.670000000000000000e+02,3.398058244179470028e-02,3.398058244179470028e-02,3.398058244179470028e-02,3.398058244179470028e-02,3.398058244179470028e-02
2.680000000000000000e+02,4.102564092044707483e-02,4.102564092044707483e-02,4.102564092044707483e-02,4.102564092044707483e-02,4.102564092044707483e-02
2.690000000000000000e+02,3.147699750247700407e-02,3.147699750247700407e-02,3.147699750247700407e-02,3.147699750247700407e-02,3.147699750247700407e-02
2.700000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.710000000000000000e+02,4.271356773187545697e-02,4.271356773187545697e-02,4.271356773187545697e-02,4.271356773187545697e-02,4.271356773187545697e-02
2.720000000000000000e+02,5.527638177066235975e-02,5.527638177066235975e-02,5.527638177066235975e-02,5.527638177066235975e-02,5.527638177066235975e-02
2.730000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.740000000000000000e+02,3.544303788495433566e-02,3.544303788495433566e-02,3.544303788495433566e-02,3.544303788495433566e-02,3.544303788495433566e-02
2.750000000000000000e+02,4.785894194493969106e-02,4.785894194493969106e-02,4.785894194493969106e-02,4.785894194493969106e-02,4.785894194493969106e-02
2.760000000000000000e+02,4.587155952781752505e-02,4.587155952781752505e-02,4.587155952781752505e-02,4.587155952781752505e-02,4.587155952781752505e-02
2.770000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.780000000000000000e+02,3.153153146051456551e-02,3.153153146051456551e-02,3.153153146051456551e-02,3.153153146051456551e-02,3.153153146051456551e-02
2.790000000000000000e+02,3.933747403863877001e-02,3.933747403863877001e-02,3.933747403863877001e-02,3.933747403863877001e-02,3.933747403863877001e-02
2.800000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.810000000000000000e+02,3.311258270836074658e-02,3.311258270836074658e-02,3.311258270836074658e-02,3.311258270836074658e-02,3.311258270836074658e-02
2.820000000000000000e+02,3.066037728617835439e-02,3.066037728617835439e-02,3.066037728617835439e-02,3.066037728617835439e-02,3.066037728617835439e-02
2.830000000000000000e+02,5.434782593927221621e-03,5.434782593927221621e-03,5.434782593927221621e-03,5.434782593927221621e-03,5.434782593927221621e-03
2.840000000000000000e+02,3.685503676448394217e-02,3.685503676448394217e-02,3.685503676448394217e-02,3.685503676448394217e-02,3.685503676448394217e-02
2.850000000000000000e+02,3.571428561616954434e-02,3.571428561616954434e-02,3.571428561616954434e-02,3.571428561616954434e-02,3.571428561616954434e-02
2.860000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.870000000000000000e+02,3.508771921030647001e-02,3.508771921030647001e-02,3.508771921030647001e-02,3.508771921030647001e-02,3.508771921030647001e-02
2.880000000000000000e+02,3.579952258759063616e-02,3.579952258759063616e-02,3.579952258759063616e-02,3.579952258759063616e-02,3.579952258759063616e-02
2.890000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.900000000000000000e+02,3.508771921030647001e-02,3.508771921030647001e-02,3.508771921030647001e-02,3.508771921030647001e-02,3.508771921030647001e-02
2.910000000000000000e+02,2.830188672570309663e-02,2.830188672570309663e-02,2.830188672570309663e-02,2.830188672570309663e-02,2.830188672570309663e-02
2.920000000000000000e+02,3.999999991111111153e-02,3.999999991111111153e-02,3.999999991111111153e-02,3.999999991111111153e-02,3.999999991111111153e-02
2.930000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.940000000000000000e+02,3.826530602483340510e-02,3.826530602483340510e-02,3.826530602483340510e-02,3.826530602483340510e-02,3.826530602483340510e-02
2.950000000000000000e+02,2.756892223666936731e-02,2.756892223666936731e-02,2.756892223666936731e-02,2.756892223666936731e-02,2.756892223666936731e-02
2.960000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.970000000000000000e+02,3.605769222101515986e-02,3.605769222101515986e-02,3.605769222101515986e-02,3.605769222101515986e-02,3.605769222101515986e-02
2.980000000000000000e+02,3.713527841608679769e-02,3.713527841608679769e-02,3.713527841608679769e-02,3.713527841608679769e-02,3.713527841608679769e-02
2.990000000000000000e+02,3.899721437605233043e-02,3.899721437605233043e-02,3.899721437605233043e-02,3.899721437605233043e-02,3.899721437605233043e-02
